company,battalion,m4_qual_category,m4_score,BrigadeName,grade_unmapped,fms_grade_type,primary_specialty_code,billet_specialty,designation_of_duties_performed,asi_and_sqi,time_in_active_service_years,age_bracket,sex,height,weight,height_weight_pass,body_fat_percent,aft_pass,aft_score_total,aft_score_plank,aft_score_push_up,aft_score_sprint_drag_carry,aft_score_2mi_run,aft_score_alt_aerobic,aft_raw_plank,aft_raw_plank_seconds,aft_raw_deadlift,aft_deadlift_score,aft_raw_push_up,aft_raw_sprint_drag_carry,aft_raw_2mi_run,aft_raw_sprint_drag_carry_seconds,aft_raw_2mi_run_seconds,aft_raw_alt_aerobic
HHC,1st Battalion,Expert,35,173rd Airborne Brigade,E4,Enlisted,11C,11C,Admin,R,7.3,26-30,M,67,167,TRUE,23.3,TRUE,380,80,90,70,80,NA,2:37,157,199,60,54,2:22,14:23,142.3,863,NA
D,2nd Battalion,Expert,36,173rd Airborne Brigade,E6,Enlisted,11B,11B,Rifleman,,0.3,18-21,M,69,145,TRUE,17.8,FALSE,374,59,90,80,70,NA,1:29,89,252,75,58,1:52,16:22,111.7,982,NA
HHC,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E5,Enlisted,25U,25U,Driver,,18.5,36-40,M,75,191,TRUE,19.1,FALSE,340,60,80,60,70,NA,1:58,118,224,70,42,2:34,16:31,153.7,991,NA
A,2nd Battalion,Expert,37,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Supply Specialist,P,4.2,22-25,M,71,144,TRUE,25.5,TRUE,380,70,80,70,70,NA,2:22,142,305,90,45,2:23,16:08,142.9,968,NA
D,1st Battalion,Marksman,23,173rd Airborne Brigade,O2,Officer,68W,68W,Team Leader,C8,0,18-21,F,63,143,TRUE,29.9,TRUE,410,90,100,70,80,NA,3:46,226,222,70,67,2:18,15:11,137.6,911,NA
C,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,31B,31B,Squad Leader,T,18,36-40,M,66,193,TRUE,8.5,TRUE,365,80,70,60,70,NA,2:33,153,294,85,37,2:37,16:16,157,976,NA
C,1st Battalion,Unqualified,13,173rd Airborne Brigade,E1,Enlisted,25B,25B,Rifleman,,13.8,31-35,F,66,129,TRUE,29.5,TRUE,410,80,90,90,70,NA,2:57,177,272,80,59,1:39,16:05,99.4,965,NA
A,1st Battalion,Unqualified,15,173rd Airborne Brigade,E6,Enlisted,11B,11B,Medic,,3,22-25,M,72,187,TRUE,11.3,TRUE,385,70,80,80,80,NA,2:01,121,254,75,48,1:60,14:11,119.6,851,NA
C,1st Battalion,Sharpshooter,27,173rd Airborne Brigade,E2,Enlisted,35F,35F,Platoon Sergeant,,4.6,22-25,M,72,231,FALSE,29.5,TRUE,390,80,80,80,70,NA,2:35,155,260,80,40,2:01,16:48,121.3,1008,NA
B,2nd Battalion,Sharpshooter,27,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Rifleman,P,24.9,41+,M,74,181,TRUE,12.3,FALSE,340,80,70,50,80,NA,2:33,153,195,60,31,3:07,14:30,186.6,870,NA
B,3rd Battalion,Expert,38,173rd Airborne Brigade,E5,Enlisted,31B,31B,Team Leader,,15.7,36-40,M,71,173,TRUE,24.9,TRUE,385,80,70,70,80,NA,2:58,178,288,85,32,2:25,15:59,145.2,959,NA
HHC,3rd Battalion,Expert,36,173rd Airborne Brigade,E5,Enlisted,25U,25U,Driver,,16.8,36-40,M,69,192,TRUE,13.9,TRUE,405,70,100,60,100,NA,2:11,131,253,75,63,2:37,12:40,156.6,760,NA
B,2nd Battalion,Unqualified,17,173rd Airborne Brigade,E3,Enlisted,11B,11B,Driver,S,5.8,26-30,M,72,213,TRUE,14.9,TRUE,415,80,100,70,80,NA,2:47,167,283,85,61,2:26,15:11,146.4,911,NA
B,2nd Battalion,Marksman,22,173rd Airborne Brigade,E2,Enlisted,42A,42A,Rifleman,,14,31-35,M,70,193,TRUE,15.2,TRUE,360,60,80,60,80,NA,1:45,105,266,80,42,2:43,14:44,162.6,884,NA
D,2nd Battalion,Marksman,25,173rd Airborne Brigade,E3,Enlisted,25U,25U,Rifleman,,9.6,26-30,M,70,138,TRUE,18.3,TRUE,385,90,70,80,80,NA,3:10,190,211,65,38,2:03,15:34,123.1,934,NA
C,1st Battalion,Marksman,26,173rd Airborne Brigade,E3,Enlisted,88M,88M,Supply Specialist,P,22.4,41+,F,65,166,TRUE,24.1,TRUE,430,90,100,70,90,NA,3:22,202,274,80,60,2:27,13:50,147.2,830,NA
A,2nd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Gunner,R,18.8,36-40,M,65,198,TRUE,12.5,TRUE,385,80,90,70,60,NA,2:46,166,285,85,58,2:19,18:19,139,1099,NA
D,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E5,Enlisted,11C,11C,Team Leader,V,6.4,26-30,M,69,142,TRUE,7.6,TRUE,370,90,80,70,70,NA,3:39,219,191,60,42,2:16,17:08,136.1,1028,NA
A,1st Battalion,Unqualified,15,173rd Airborne Brigade,E4,Enlisted,25B,25B,Team Leader,P,20.7,41+,M,67,151,TRUE,19.7,FALSE,349,70,54,80,80,NA,2:07,127,201,65,18,2:04,14:40,124.4,880,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,88M,88M,Driver,T,16.2,36-40,F,66,140,TRUE,26.1,FALSE,350,40,100,80,70,NA,1:00,60,191,60,62,2:10,16:48,129.5,1008,NA
A,3rd Battalion,Expert,37,173rd Airborne Brigade,E5,Enlisted,25B,25B,Platoon Sergeant,S,17.1,36-40,F,69,164,TRUE,27.2,TRUE,395,80,80,70,80,NA,2:55,175,281,85,46,2:23,15:29,142.9,929,NA
B,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E5,Enlisted,19D,19D,Squad Leader,,17.8,36-40,M,69,192,TRUE,19.1,TRUE,370,80,80,60,80,NA,2:37,157,222,70,45,2:42,15:03,161.9,903,NA
B,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E4,Enlisted,42A,42A,Supply Specialist,P,1.7,18-21,M,67,193,TRUE,18.7,TRUE,375,70,100,70,60,99,2:02,122,244,75,62,2:28,18:08,147.8,1088,15:00
A,2nd Battalion,Marksman,26,173rd Airborne Brigade,E6,Enlisted,88M,88M,Gunner,,12.7,31-35,M,69,155,TRUE,20.7,TRUE,405,90,70,60,90,NA,3:48,228,331,95,35,2:37,13:55,156.8,835,NA
HHC,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,E1,Enlisted,25B,25B,Admin,S,20.5,41+,M,69,213,TRUE,21.3,TRUE,380,70,90,60,80,NA,2:18,138,271,80,57,2:33,15:30,152.6,930,NA
C,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E2,Enlisted,11C,11C,Squad Leader,,2.3,22-25,M,71,183,FALSE,31.6,TRUE,395,70,100,70,60,NA,2:08,128,323,95,61,2:29,18:31,148.9,1111,NA
D,1st Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,88M,88M,Team Leader,,4.3,22-25,M,69,202,TRUE,11.6,TRUE,385,70,80,80,80,NA,2:15,135,248,75,43,1:52,15:18,111.6,918,NA
HHC,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Rifleman,,2.1,22-25,M,67,214,TRUE,22.9,TRUE,370,90,70,70,70,NA,3:06,186,231,70,39,2:21,17:27,140.8,1047,NA
A,2nd Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,25U,25U,Platoon Sergeant,,24.9,41+,F,65,143,TRUE,16.2,TRUE,380,70,90,70,80,NA,2:19,139,234,70,54,2:16,15:09,136.3,909,NA
A,3rd Battalion,Expert,36,173rd Airborne Brigade,O1,Officer,88M,88M,Squad Leader,B4,6.3,26-30,M,71,181,TRUE,21.1,TRUE,380,90,80,70,60,NA,3:00,180,266,80,42,2:15,18:43,135.1,1123,NA
A,1st Battalion,Marksman,21,173rd Airborne Brigade,E1,Enlisted,88M,88M,Squad Leader,,21.8,41+,M,75,167,TRUE,23.4,TRUE,440,90,100,60,90,NA,3:12,192,340,100,60,2:51,13:24,171.1,804,NA
A,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,11C,11C,Gunner,,2.7,22-25,M,70,180,TRUE,15.3,FALSE,361,90,51,70,70,NA,3:11,191,261,80,17,2:20,17:15,140.4,1035,NA
D,1st Battalion,Marksman,26,173rd Airborne Brigade,E2,Enlisted,25B,25B,Supply Specialist,V,22.3,41+,M,73,197,TRUE,9,TRUE,360,70,90,80,60,NA,2:19,139,181,60,56,1:54,19:53,113.8,1193,NA
C,1st Battalion,Expert,38,173rd Airborne Brigade,E5,Enlisted,31B,31B,Admin,C8,8.1,26-30,M,66,181,TRUE,18,TRUE,370,80,80,70,60,NA,2:31,151,273,80,48,2:19,18:09,139.2,1089,NA
HHC,2nd Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Gunner,V,24.1,41+,M,73,189,TRUE,21.3,FALSE,355,60,70,80,80,NA,1:53,113,205,65,38,2:00,14:04,120,844,NA
A,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E6,Enlisted,19D,19D,Driver,,22.9,41+,M,71,181,TRUE,5,TRUE,400,70,80,80,70,NA,2:27,147,340,100,48,1:50,16:35,110.1,995,NA
D,3rd Battalion,Expert,40,173rd Airborne Brigade,E4,Enlisted,25B,25B,Rifleman,,11.8,31-35,M,75,179,TRUE,22,TRUE,410,90,80,90,80,NA,3:02,182,231,70,48,1:39,15:07,98.8,907,NA
A,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E7,Enlisted,25B,25B,Driver,,14.4,31-35,M,65,206,TRUE,9.8,FALSE,350,70,70,70,70,NA,2:15,135,223,70,37,2:14,16:41,134.3,1001,NA
C,2nd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,11C,11C,Platoon Sergeant,T,5.6,26-30,M,68,183,FALSE,26.2,FALSE,335,90,45,70,70,NA,3:53,233,189,60,15,2:28,17:26,147.7,1046,NA
HHC,1st Battalion,Sharpshooter,33,173rd Airborne Brigade,E3,Enlisted,88M,88M,Gunner,P,9.9,26-30,M,75,245,TRUE,20.2,TRUE,395,90,80,90,70,NA,3:02,182,203,65,47,1:50,17:05,110,1025,NA
C,2nd Battalion,Expert,37,173rd Airborne Brigade,E2,Enlisted,88M,88M,Medic,,9.1,26-30,M,62,150,FALSE,26.6,TRUE,360,60,60,80,90,NA,1:34,94,223,70,25,1:54,13:38,113.8,818,NA
HHC,1st Battalion,Sharpshooter,27,173rd Airborne Brigade,E5,Enlisted,31B,31B,Medic,,16.4,36-40,F,63,144,TRUE,20.7,TRUE,380,80,80,70,70,NA,2:41,161,272,80,49,2:28,17:04,147.5,1024,NA
C,3rd Battalion,Unqualified,14,173rd Airborne Brigade,E3,Enlisted,35F,35F,Rifleman,P,17.9,36-40,M,74,195,TRUE,24.6,TRUE,385,80,90,60,80,NA,2:36,156,250,75,54,2:32,14:13,151.7,853,NA
HHC,2nd Battalion,Marksman,26,173rd Airborne Brigade,E4,Enlisted,68W,68W,Team Leader,S,17.4,36-40,M,69,156,TRUE,24.1,FALSE,329,90,39,60,60,NA,3:07,187,274,80,13,2:41,18:11,161,1091,NA
D,1st Battalion,Sharpshooter,36,173rd Airborne Brigade,E6,Enlisted,31B,31B,Rifleman,,19,36-40,M,67,159,TRUE,16.7,TRUE,380,60,90,80,70,NA,1:37,97,269,80,55,2:06,17:08,125.7,1028,NA
D,2nd Battalion,Unqualified,17,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Rifleman,P,6.6,26-30,M,72,221,TRUE,25.7,FALSE,356,51,90,60,70,NA,1:17,77,288,85,53,2:49,16:10,168.9,970,NA
D,2nd Battalion,Unqualified,17,173rd Airborne Brigade,E6,Enlisted,88M,88M,Admin,V,12.8,31-35,M,66,174,TRUE,20.9,TRUE,395,90,60,70,80,NA,3:08,188,321,95,24,2:19,14:52,138.9,892,NA
C,1st Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,11B,11B,Squad Leader,,3.8,22-25,M,70,179,TRUE,23.3,TRUE,395,90,90,60,90,NA,3:26,206,204,65,55,2:35,13:38,155.3,818,NA
B,3rd Battalion,Expert,35,173rd Airborne Brigade,E5,Enlisted,11B,11B,Medic,V,16.3,36-40,M,70,200,TRUE,19.9,TRUE,385,70,100,70,80,NA,2:10,130,219,65,61,2:23,15:54,143.3,954,NA
B,2nd Battalion,Expert,40,173rd Airborne Brigade,E6,Enlisted,11C,11C,Squad Leader,,22.7,41+,M,71,176,TRUE,20.5,TRUE,395,70,80,70,80,NA,2:09,129,330,95,47,2:29,15:28,149.2,928,NA
B,1st Battalion,Expert,37,173rd Airborne Brigade,E5,Enlisted,68W,68W,Admin,T,21.4,41+,M,69,179,TRUE,17.9,TRUE,380,90,90,70,60,NA,3:21,201,229,70,58,2:28,18:10,147.5,1090,NA
HHC,2nd Battalion,Expert,38,173rd Airborne Brigade,E6,Enlisted,25B,25B,Team Leader,T,23.8,41+,M,71,155,TRUE,6.6,TRUE,400,90,90,60,90,NA,3:15,195,228,70,54,2:43,13:10,162.8,790,NA
B,1st Battalion,Marksman,22,173rd Airborne Brigade,E5,Enlisted,11B,11B,Gunner,,6.6,26-30,M,69,220,TRUE,14.1,FALSE,350,80,70,70,60,NA,2:54,174,222,70,34,2:16,18:39,136,1119,NA
C,3rd Battalion,Expert,34,173rd Airborne Brigade,E3,Enlisted,35F,35F,Admin,C8,8,26-30,M,68,163,TRUE,14.8,FALSE,325,60,60,60,80,NA,1:58,118,212,65,20,2:47,15:49,166.9,949,NA
B,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E3,Enlisted,35F,35F,Gunner,,16.4,36-40,M,65,190,TRUE,15.1,FALSE,345,70,60,70,60,NA,2:04,124,290,85,28,2:15,19:01,134.9,1141,NA
D,1st Battalion,Expert,37,173rd Airborne Brigade,E3,Enlisted,25U,25U,Squad Leader,,1.6,18-21,M,66,179,TRUE,23,TRUE,385,80,80,80,70,NA,2:41,161,252,75,45,1:57,17:11,116.9,1031,NA
HHC,3rd Battalion,Marksman,23,173rd Airborne Brigade,E1,Enlisted,68W,68W,Admin,,0.7,18-21,M,72,257,TRUE,13.5,TRUE,365,80,90,60,60,NA,2:55,175,253,75,57,2:35,18:34,154.8,1114,NA
D,1st Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,11C,11C,Team Leader,,1.9,18-21,M,71,168,TRUE,15,FALSE,329,51,80,60,90,NA,1:17,77,143,48,48,2:55,13:23,175.2,803,NA
B,2nd Battalion,Expert,37,173rd Airborne Brigade,E2,Enlisted,88M,88M,Admin,,15.4,36-40,M,72,158,TRUE,19.8,TRUE,365,80,60,80,70,NA,2:33,153,250,75,24,2:01,17:48,120.9,1068,NA
A,3rd Battalion,Marksman,26,173rd Airborne Brigade,O3,Officer,68W,68W,Supply Specialist,,17.5,36-40,M,71,154,TRUE,15.4,TRUE,420,90,90,80,70,NA,3:20,200,316,90,51,2:06,16:18,125.6,978,NA
C,3rd Battalion,Expert,35,173rd Airborne Brigade,E5,Enlisted,11B,11B,Medic,,21.3,41+,M,74,161,TRUE,19,TRUE,360,60,90,70,60,NA,1:36,96,264,80,51,2:24,19:14,144.1,1154,NA
D,2nd Battalion,Marksman,23,173rd Airborne Brigade,E3,Enlisted,13B,13B,Team Leader,P,9.2,26-30,M,67,189,TRUE,20.3,TRUE,375,70,80,60,80,NA,2:15,135,283,85,44,2:39,14:53,159.2,893,NA
B,2nd Battalion,Sharpshooter,27,173rd Airborne Brigade,E7,Enlisted,88M,88M,Squad Leader,,18.8,36-40,M,68,213,TRUE,11.5,TRUE,370,80,80,60,80,NA,2:31,151,226,70,42,2:47,15:32,167.3,932,NA
B,3rd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,25U,25U,Squad Leader,,15.7,36-40,M,72,169,TRUE,13.7,FALSE,375,40,90,60,90,91,1:00,60,326,95,54,2:30,13:25,150.2,805,15:00
C,3rd Battalion,Marksman,26,173rd Airborne Brigade,E5,Enlisted,31B,31B,Squad Leader,,11.7,31-35,M,72,194,FALSE,26.5,TRUE,380,80,90,60,80,NA,2:41,161,235,70,57,2:40,14:34,160.4,874,NA
A,3rd Battalion,Sharpshooter,33,173rd Airborne Brigade,E1,Enlisted,42A,42A,Squad Leader,T,4.1,22-25,M,66,205,TRUE,19.3,FALSE,356,80,90,60,70,NA,2:42,162,167,56,57,2:46,16:29,166.2,989,NA
HHC,3rd Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,25U,25U,Gunner,P,19.1,36-40,F,63,148,TRUE,34.4,TRUE,395,80,90,70,80,NA,2:38,158,241,75,56,2:28,14:05,148,845,NA
A,1st Battalion,Expert,35,173rd Airborne Brigade,O1,Officer,42A,42A,Rifleman,,24.8,41+,M,73,127,TRUE,25.1,TRUE,395,90,90,70,70,NA,3:15,195,256,75,57,2:13,17:24,133.2,1044,NA
C,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Team Leader,,24,41+,M,72,177,TRUE,14.7,FALSE,350,80,80,70,60,NA,2:38,158,182,60,44,2:25,19:14,145.3,1154,NA
B,2nd Battalion,Expert,37,173rd Airborne Brigade,E2,Enlisted,13B,13B,Team Leader,P,10,31-35,M,69,214,TRUE,23.3,TRUE,430,80,100,80,80,NA,2:50,170,308,90,65,1:51,14:51,111.1,891,NA
B,3rd Battalion,Expert,37,173rd Airborne Brigade,E5,Enlisted,31B,31B,Gunner,,11.7,31-35,M,71,163,TRUE,12.8,FALSE,351,51,60,60,100,NA,1:16,76,276,80,26,2:33,12:58,152.9,778,NA
B,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E3,Enlisted,19D,19D,Squad Leader,P,6.5,26-30,M,72,190,TRUE,19.1,FALSE,345,70,90,60,60,NA,2:25,145,214,65,59,2:49,19:06,168.6,1146,NA
C,2nd Battalion,Marksman,20,173rd Airborne Brigade,E2,Enlisted,25U,25U,Supply Specialist,,0.2,18-21,M,69,165,TRUE,17.1,FALSE,351,70,90,60,51,NA,2:11,131,268,80,51,2:33,20:44,153.4,1244,NA
HHC,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,68W,68W,Driver,,12.8,31-35,M,67,153,TRUE,13.4,FALSE,359,100,90,39,70,NA,4:02,242,192,60,56,3:14,17:48,193.7,1068,NA
B,2nd Battalion,Marksman,24,173rd Airborne Brigade,E6,Enlisted,31B,31B,Team Leader,B4,16.6,36-40,F,68,121,TRUE,26,TRUE,415,80,90,60,100,NA,2:35,155,291,85,53,2:49,12:40,168.6,760,NA
D,1st Battalion,Expert,37,173rd Airborne Brigade,E2,Enlisted,25U,25U,Rifleman,,0.2,18-21,M,73,163,TRUE,24.5,TRUE,425,90,100,70,80,NA,3:07,187,294,85,66,2:11,15:00,130.7,900,NA
B,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,92Y,92Y,Rifleman,,19.4,36-40,M,75,176,TRUE,23.7,TRUE,415,100,80,80,70,NA,4:18,258,281,85,49,2:06,16:35,126.4,995,NA
A,3rd Battalion,Expert,34,173rd Airborne Brigade,E8,Enlisted,31B,31B,Supply Specialist,,4.4,22-25,F,64,133,TRUE,34.1,TRUE,380,80,80,80,70,62,2:52,172,228,70,48,2:06,16:36,126.5,996,18:30
B,1st Battalion,Expert,36,173rd Airborne Brigade,E1,Enlisted,13B,13B,Supply Specialist,,17,36-40,M,71,173,TRUE,18.2,FALSE,362,47,90,60,70,NA,1:11,71,332,95,54,2:38,17:40,158.5,1060,NA
C,2nd Battalion,Marksman,27,173rd Airborne Brigade,E4,Enlisted,31B,31B,Rifleman,,4.5,22-25,F,67,196,TRUE,29.3,TRUE,380,70,70,80,90,NA,2:27,147,232,70,37,1:58,13:38,118.1,818,NA
D,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E4,Enlisted,25U,25U,Rifleman,T,23.7,41+,F,67,171,TRUE,21,TRUE,365,60,80,70,70,NA,1:38,98,283,85,41,2:16,16:46,136.5,1006,NA
A,2nd Battalion,Marksman,21,173rd Airborne Brigade,E4,Enlisted,11C,11C,Gunner,,2.3,22-25,M,75,178,TRUE,18.5,FALSE,340,40,70,90,60,NA,1:00,60,264,80,39,1:36,19:02,96,1142,NA
C,3rd Battalion,Marksman,26,173rd Airborne Brigade,E4,Enlisted,31B,31B,Platoon Sergeant,,6.9,26-30,M,70,190,TRUE,14.3,TRUE,360,70,70,70,70,NA,2:20,140,274,80,38,2:12,16:15,131.6,975,NA
C,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,25U,25U,Squad Leader,,13.6,31-35,M,72,172,TRUE,14.3,TRUE,370,80,80,70,70,NA,2:37,157,229,70,49,2:15,17:06,135,1026,NA
B,2nd Battalion,Expert,36,173rd Airborne Brigade,O3,Officer,88M,88M,Rifleman,,14.4,31-35,M,68,249,TRUE,22.2,FALSE,339,60,70,80,70,NA,1:39,99,178,59,33,1:58,16:04,118.2,964,NA
B,1st Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,42A,42A,Admin,,10.1,31-35,F,65,161,TRUE,24.1,FALSE,357,80,90,60,80,NA,2:43,163,141,47,50,2:43,14:42,162.7,882,NA
HHC,3rd Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,11C,11C,Team Leader,R,23.9,41+,M,70,164,TRUE,17.1,TRUE,395,70,70,70,90,78,2:28,148,336,95,33,2:28,13:45,147.5,825,18:30
C,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E3,Enlisted,68W,68W,Driver,,15.1,36-40,M,64,177,TRUE,21.2,TRUE,375,60,90,70,70,NA,1:36,96,295,85,52,2:13,18:00,133,1080,NA
C,1st Battalion,Expert,37,173rd Airborne Brigade,E5,Enlisted,25U,25U,Rifleman,R,5.6,26-30,M,70,208,TRUE,14.3,TRUE,415,90,80,70,80,NA,3:30,210,320,95,49,2:12,14:59,131.8,899,NA
B,3rd Battalion,Marksman,22,173rd Airborne Brigade,E4,Enlisted,88M,88M,Medic,,3.5,22-25,M,67,213,TRUE,20.5,TRUE,370,90,80,60,70,NA,3:31,211,228,70,41,2:38,16:29,157.6,989,NA
D,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E3,Enlisted,25B,25B,Driver,,5.8,26-30,M,67,190,TRUE,19.6,TRUE,360,60,80,60,80,94,1:52,112,270,80,41,2:50,14:11,169.5,851,24:30
C,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E6,Enlisted,19D,19D,Medic,,24.3,41+,F,65,186,TRUE,32.5,TRUE,420,80,70,80,100,NA,2:32,152,304,90,38,1:57,12:57,117.2,777,NA
C,3rd Battalion,Marksman,23,173rd Airborne Brigade,E4,Enlisted,35F,35F,Admin,,8.2,26-30,M,65,195,TRUE,13.8,TRUE,360,80,70,70,60,NA,2:30,150,264,80,35,2:29,18:34,148.9,1114,NA
B,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E5,Enlisted,13B,13B,Driver,V,9.1,26-30,M,71,176,TRUE,23.7,FALSE,349,60,100,70,60,NA,1:37,97,176,59,60,2:29,19:13,148.8,1153,NA
HHC,2nd Battalion,Marksman,29,173rd Airborne Brigade,E3,Enlisted,11C,11C,Team Leader,,1.1,18-21,M,65,187,TRUE,15.4,FALSE,340,40,60,80,70,NA,1:00,60,305,90,29,2:09,17:00,129.1,1020,NA
HHC,3rd Battalion,Expert,35,173rd Airborne Brigade,O2,Officer,11C,11C,Platoon Sergeant,,2.4,22-25,M,74,168,TRUE,17.2,FALSE,355,60,80,80,70,94,1:55,115,210,65,46,2:02,17:00,122.5,1020,24:30
HHC,1st Battalion,Sharpshooter,33,173rd Airborne Brigade,E6,Enlisted,11B,11B,Rifleman,,12,31-35,M,66,165,TRUE,21.1,FALSE,350,70,70,60,80,NA,2:13,133,224,70,34,2:38,15:51,157.7,951,NA
B,2nd Battalion,Sharpshooter,33,173rd Airborne Brigade,E4,Enlisted,13B,13B,Gunner,C8,3.4,22-25,M,66,159,TRUE,18.3,TRUE,395,60,80,80,100,NA,1:44,104,254,75,49,2:09,11:00,129.2,660,NA
A,2nd Battalion,Marksman,26,173rd Airborne Brigade,E6,Enlisted,25B,25B,Medic,T,2.7,22-25,M,67,176,TRUE,13.6,TRUE,385,90,70,70,80,NA,3:21,201,249,75,38,2:23,15:20,143.3,920,NA
B,2nd Battalion,Marksman,22,173rd Airborne Brigade,W1,Warrant,92Y,92Y,Squad Leader,S,16.8,36-40,F,71,160,TRUE,18.6,TRUE,385,90,80,60,70,NA,3:06,186,289,85,44,2:33,16:35,152.8,995,NA
C,3rd Battalion,Marksman,25,173rd Airborne Brigade,E1,Enlisted,11C,11C,Driver,,0.9,18-21,M,65,195,TRUE,13.2,TRUE,370,80,80,60,70,NA,2:38,158,269,80,47,2:34,16:32,154.1,992,NA
B,1st Battalion,Sharpshooter,35,173rd Airborne Brigade,E3,Enlisted,68W,68W,Medic,P,6.8,26-30,M,71,148,TRUE,15.8,TRUE,395,90,60,90,90,66,3:49,229,201,65,21,1:34,13:48,94.3,828,21:00
D,1st Battalion,Marksman,24,173rd Airborne Brigade,O4,Officer,92Y,92Y,Driver,,19.4,36-40,M,72,133,TRUE,18.2,TRUE,400,80,100,80,80,NA,2:48,168,198,60,69,1:52,14:02,111.9,842,NA
B,2nd Battalion,Marksman,21,173rd Airborne Brigade,E6,Enlisted,25B,25B,Admin,,5.5,26-30,M,67,181,TRUE,11.4,FALSE,340,70,60,70,60,NA,2:05,125,276,80,26,2:30,18:38,149.9,1118,NA
B,1st Battalion,Unqualified,12,173rd Airborne Brigade,E3,Enlisted,11B,11B,Supply Specialist,,4.2,22-25,M,72,166,TRUE,15.4,TRUE,395,80,80,90,70,NA,2:59,179,244,75,45,1:43,17:45,103.4,1065,NA
HHC,2nd Battalion,Marksman,23,173rd Airborne Brigade,E5,Enlisted,13B,13B,Driver,,24.6,41+,M,63,135,TRUE,21.4,TRUE,365,70,90,70,70,NA,2:03,123,218,65,53,2:29,17:18,148.8,1038,NA
D,1st Battalion,Marksman,28,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Team Leader,,22.6,41+,M,68,130,TRUE,19.9,TRUE,370,90,70,70,70,NA,3:15,195,239,70,39,2:14,17:18,133.6,1038,NA
B,2nd Battalion,Expert,36,173rd Airborne Brigade,E4,Enlisted,68W,68W,Squad Leader,,11.3,31-35,M,68,145,TRUE,17.7,TRUE,385,70,100,70,70,NA,2:20,140,240,75,67,2:19,16:10,139.1,970,NA
A,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E5,Enlisted,68W,68W,Squad Leader,,10.2,31-35,F,66,157,TRUE,31.4,TRUE,440,80,100,70,100,NA,2:52,172,301,90,67,2:15,12:35,135,755,NA
D,2nd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,42A,42A,Gunner,B4,11,31-35,F,66,156,TRUE,22,FALSE,336,40,80,56,80,NA,1:00,60,262,80,47,3:03,15:12,182.7,912,NA
HHC,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E7,Enlisted,11B,11B,Supply Specialist,,14.1,31-35,M,70,187,TRUE,18.4,TRUE,390,70,80,60,80,NA,2:07,127,340,100,43,2:36,14:24,155.5,864,NA
A,1st Battalion,Sharpshooter,32,173rd Airborne Brigade,E6,Enlisted,25U,25U,Team Leader,S,5.9,26-30,M,65,208,TRUE,15.9,FALSE,281,51,30,70,70,NA,1:17,77,195,60,10,2:23,16:33,143.4,993,NA
